Id,Prediction
499,2594067.19473683
500,4247188.06160934
501,3639491.6178734
502,4348781.00287708
503,3822438.73502963
504,4531885.18561869
505,3683713.33091845
506,3801271.0501022
507,3418259.31313935
508,3528474.90196453
509,3245306.42316084
510,3837187.63686511
511,3858515.50242823
512,4455679.19034872
513,3937009.16732902
514,3753110.98119739
515,2919946.32056649
516,3727568.1094218
517,3227058.91031978
518,4120956.99052943
519,3767030.04161742
520,3495117.51005276
521,2664163.24445588
522,3510561.77036783
523,3598418.78499532
524,3445373.89887151
525,2795214.54725238
526,4141256.8293484
527,4410601.5968849
528,4052208.7114191
529,3733272.21347686
530,4047333.83505709
531,3471472.98256501
532,3345116.75022383
533,2555422.05424554
534,3151708.67536019
535,4178276.15976507
536,4401505.69677154
537,3639963.29753275
538,3063715.5869871
539,3402139.72962794
540,4333366.49070323
541,3280221.21989814
542,3829221.89300627
543,3765955.86142216
544,3448209.11064006
545,3041614.2624191
546,3753102.34214719
547,4216194.10839293
548,3917816.36128374
549,4330342.43223801
550,3754603.96669907
551,4159757.93331953
552,3720061.95208939
553,3526685.35800968
554,4111402.89538371
555,3409400.27093284
556,3739016.44290015
557,4048720.62378699
558,3649099.63167373
559,3934999.13027389
560,4244325.03000646
561,3396643.39667909
562,4397073.59059606
563,3121786.4078281
564,3906386.03621884
565,3729484.87588724
566,3813815.46688556
567,3248145.68488397
568,3215026.14758937
569,2886481.44524223
570,3580773.9327387
571,3945820.19728641
572,3665890.27351903
573,3715353.40940135
574,3867987.81621268
575,4418765.54761283
576,3908888.26017132
577,2584763.83630348
578,3482972.792886
579,3158368.20035315
580,3877006.7670209
581,3769405.89224463
582,3433387.32881558
583,3613816.91470096
584,3226364.55774287
585,4304036.54643461
586,3773262.36663261
587,4322267.57174952
588,3913282.59464866
589,3519347.51089988
590,3439233.86553511
591,3525052.04397777
592,4121222.48936932
593,3829998.66952702
594,4401787.75695491
595,3078121.71851227
596,3564109.92833133
597,3554651.00250466
598,4535935.31297383
599,4013156.31835604
600,4132674.7207209
601,3903414.66000828
602,4250217.46928643
603,4007007.8347661
604,2719934.95980676
605,4387389.02450269
606,4500960.11797043
607,2737536.33871059
608,4044234.24602849
609,2912095.63240814
610,2855568.18557832
611,3116574.78493502
612,3541923.85381553
613,3607344.14143106
614,3887273.29669285
615,3989040.19345592
616,4177595.03530595
617,3817591.23216755
618,3855846.02099806
619,3319989.21087614
620,3989175.80583072
621,4217828.29450494
622,3511319.16559939
623,3884389.58712988
624,3993583.82686165
625,3255439.41014911
626,4124947.26026715
627,3471001.35207117
628,3527268.20730329
629,3910757.10438997
630,4505320.09627878
631,3998460.47285305
632,3281154.81993798
633,4014392.14179366
634,3641107.25850051
635,3125065.85277531
636,3862375.3438467
637,3597420.83687782
638,3435414.54937677
639,3334221.95276399
640,3639930.13299056
641,3699705.36801837
642,3753968.89568848
643,3549416.21777414
644,3043398.94902783
645,4191584.34469309
646,4140137.06802766
647,3869733.590894
648,3850987.41478297
649,3321988.15947717
650,3554000.8700433
651,3941460.47941419
652,4123471.19543146
653,3100887.35773652
654,3263797.15493484
655,4642819.32522566
656,3611232.65259699
657,3650933.63104482
658,3829762.62096054
659,4117622.12594266
660,3623934.27479065
661,4311728.05108352
662,3414456.42572801
663,3907608.02034327
664,3439569.10347747
665,3713867.81582391
666,3592298.02161313
667,3281047.88715272
668,4045635.60058372
669,3992424.54588772
670,4107926.81917151
671,4462931.16583014
672,3532187.55315477
673,3861545.8889787
674,3888175.07066922
675,4244311.92916613
676,4016862.29207481
677,4258668.377997
678,3268385.7913949
679,3958068.8035531
680,3735859.66464282
681,2562827.15970779
682,3564626.49483762
683,3762564.37433409
684,3584249.04168587
685,3161602.46233365
686,4115267.19553387
687,4579286.24068064
688,3814168.99526543
689,4435261.63343315
690,3853585.60506487
691,3504495.34296334
692,3595162.46652735
693,3851286.94335759
694,3211451.14435853
695,3344615.3067593
696,4432610.41582106
697,4071228.56051662
698,4462740.42135531
699,3679128.72870439
700,3543000.81132356
701,3045363.04984851
702,3887486.59562205
703,3739551.87685644
704,4227001.42470816
705,3899513.73078588
706,4125361.75796609
707,2768274.97179531
708,4521427.68920339
709,3512963.25671873
710,2616159.87339132
711,3676164.31562562
712,3708838.6035263
713,3651441.93086231
714,3514902.32384875
715,3578978.10092298
716,4248407.39907666
717,3977938.84526841
718,3764199.28035633
719,4067316.09390084
720,4153076.98522962
721,3670540.59176643
722,4082881.56189554
723,4440059.49100677
724,3469700.57210414
725,4340758.19329328
726,3842040.53213706
727,3873489.79532966
728,3925472.43431525
729,4004490.79430122
730,3407791.1506275
731,3864673.62369801
732,3575360.18943865
733,4193296.13415294
734,3538634.68337508
735,4771623.13080157
736,4083087.72718762
737,4021502.14966224
738,4515275.14973505
739,2756781.28308241
740,3679398.19339706
741,3825016.87038822
742,3304045.77693092
743,4326796.54801658
744,3201471.31206851
745,3140192.65456193
746,3452446.22176787
747,4119539.57826005
748,4218069.89690431
749,3355475.47773753
750,3377373.013957
751,4134203.9175877
752,3923627.13909561
753,4292456.34656975
754,3553020.83772067
755,3325343.8876841
756,3516559.31498787
757,3493967.28369352
758,3006838.21892191
759,3741363.00146031
760,4083569.23742025
761,3864798.57040807
762,4452220.09975612
763,3559872.73702175
764,3122426.15922783
765,3158186.17299354
766,3251983.78134827
767,3761799.71486968
768,3250284.0793727
769,4035045.19407694
770,4714595.42359118
771,3738573.41117137
772,4190996.017692
773,4125345.73664603
774,3556667.30743754
775,2904502.70552151
776,3042297.07691686
777,4083732.5319584
778,3390809.45691434
779,3463584.85196033
780,3959330.68105933
781,3209774.28203548
782,3939018.91184915
783,3970870.95839754
784,3671971.7061366
785,3780669.02464965
786,3674731.23656844
787,3846778.35615542
788,4659786.32322091
789,3699801.11737252
790,4206137.0360829
791,3128937.86592725
792,3471134.90330205
793,3785097.64277148
794,2869639.57509317
795,4175097.19061205
796,4204782.00917552
797,3775926.12408009
798,4137202.68337668
799,3314903.61194373
800,3552084.61282434
801,3649538.08655418
802,3277242.09892525
803,4368906.64388957
804,4494087.92059715
805,2898059.7805263
806,4132817.43243159
807,2675735.0362365
808,3666280.31025186
809,4203856.24814327
810,3635952.57175253
811,3547226.38144435
812,4360396.19219695
813,4417434.81103483
814,3856634.28106525
815,4044775.83432494
816,4113345.03546723
817,3778508.26044592
818,3496591.28631509
819,2899371.62661361
820,4471063.51174783
821,3025142.87682498
822,2757863.19442903
823,4099806.65629301
824,4025024.5894585
825,4186472.92343475
826,3758568.9154105
827,3576958.21617771
828,3695924.75421255
829,3709370.05508249
830,3876046.29582835
831,2967371.37401956
832,3310193.50435114
833,3232610.91584549
834,3971264.25626918
835,3016746.04678626
836,4363362.96779417
837,3968320.53698003
838,3469775.88767395
839,3789014.2823563
840,3820620.25801556
841,3468600.78163945
842,4363666.30130174
843,4390589.0648937
844,3022191.30839468
845,3859027.71857861
846,3531860.31636917
847,4918341.71362451
848,3599233.33029288
849,4362427.26068841
850,3912949.16910053
851,3339196.97586137
852,3449016.73455163
853,3582678.60819982
854,3955463.9636498
855,4026218.12625933
856,3636358.88678529
857,3095146.07858614
858,4376005.30378581
859,3726119.01537467
860,3944333.60297618
861,3540705.27028522
862,4213705.73727908
863,3601491.35165044
864,3897959.30421132
865,3690111.59373955
866,3532715.70799752
867,3845699.5919771
868,3316748.12479819
869,3705326.01113421
870,3444124.48264413
871,3914875.49458085
872,3603799.28155959
873,3692276.75116229
874,3642810.01513977
875,4018915.19724025
876,3907411.72471837
877,4252881.73347955
878,3792565.75741675
879,3046959.87650753
880,3668549.33219018
881,3856948.8771682
882,2871828.52096212
883,3695966.61856342
884,3076602.81882436
885,3467026.5802728
886,3746256.98957699
887,4124432.43086106
888,3620490.85708824
889,4584733.54387476
890,4511185.85119079
891,3638577.34461229
892,3605817.46687575
893,4455369.02913935
894,4206544.38150754
895,4399260.85998239
896,3936306.73904983
897,3893702.11051638
898,3130066.81943353
899,4059612.75581145
900,3759339.19138108
901,3128412.47859947
902,3775850.99981634
903,3818375.25874482
904,4003943.40177182
905,3846956.15653285
906,3490440.46942553
907,2962791.25572071
908,3540993.33864947
909,3699798.93876996
910,3061455.10504608
911,4002889.01583203
912,3146634.83541361
913,4122503.62007604
914,3919308.61038523
915,3611806.98867158
916,4261458.64221959
917,2823179.86689813
918,4019131.77569163
919,3663871.80272767
920,3635466.37511081
921,3894473.24733853
922,3084214.09055854
923,3500677.29690436
924,4253163.34962545
925,3482811.20206742
926,3399157.70072921
927,4080027.27097616
928,3533151.99301074
929,4151252.39087895
930,3887913.84505046
931,3950687.1079325
932,4034202.65317777
933,3324685.08621653
934,3919357.18575926
935,4521627.55214687
936,3033023.01801317
937,3564287.7354676
938,4638340.94169214
939,3507259.83792984
940,4165672.44945435
941,3893739.73435035
942,3371088.05955927
943,3719326.97346045
944,3803168.22086222
945,4169937.122048
946,4514098.41759731
947,3107842.84034026
948,4287567.42126433
949,2909659.32038776
950,3724697.83121911
951,4061678.18370628
952,3194938.8134523
953,4550526.43919656
954,3727485.14537936
955,3207147.20781569
956,3167394.81238664
957,3222387.73872514
958,3356143.99038644
959,3312982.23680879
960,4476656.97929521
961,3406664.42186458
962,3942718.67952665
963,3327732.45794752
964,4018587.43849375
965,2489599.44653251
966,3778015.34362443
967,3421603.04709855
968,3126326.53898002
969,4051599.24350511
970,3157064.21350444
971,3523619.92002932
972,4510704.44856881
973,4107409.68413149
974,4006398.60649168
975,4076054.38322545
976,4741570.61522532
977,3512989.01459819
978,3171732.22904702
979,4460633.28317697
980,4570314.80578516
981,3693472.89140524
982,4020120.90928238
983,3558393.96477564
984,4047242.05069069
985,4155756.3092514
986,3523471.122386
987,3659496.99326271
988,4639610.46501372
989,3245267.50909889
990,3351897.11889101
991,3243716.84004502
992,3912421.62704582
993,2537952.9278296
994,4208462.24938381
995,3803561.50343435
996,3608977.25548566
997,3984979.28824439
998,3180107.38092003
999,3247017.53458075
1000,3722128.06426623
1001,3083291.53776683
1002,4117762.91031935
1003,4705052.11486027
1004,3097894.97736863
1005,4594588.94134629
1006,3444120.76554867
1007,3133580.01219127
1008,3076954.34047748
1009,3801876.01676699
1010,3570592.68922527
1011,3038239.25006118
1012,3918478.47613456
1013,4416092.24255064
1014,3126344.75576414
1015,4466518.52779759
1016,3573536.91775846
1017,4083776.79929263
1018,3127372.98775609
1019,3101823.36251295
1020,3132746.95899279
1021,4652227.15538864
1022,4525143.71604773
1023,3417185.7190367
1024,3426304.49842564
1025,3901098.94099015
1026,3088890.82458234
1027,3877330.90329633
1028,3564441.98535424
1029,3818777.70400051
1030,3186194.57834464
1031,3400322.03783088
1032,3985239.38482588
1033,4273820.42282428
1034,3081163.76245097
1035,2906966.75480442
1036,3142004.89740134
1037,3466626.75281499
1038,3199920.35811968
1039,3130676.96302673
1040,3569164.45717688
1041,3732900.0756267
1042,4078309.95932845
1043,3953949.38655744
1044,3933104.71035149
1045,4787803.30416399
1046,3632069.7817692
1047,3566503.43633584
1048,2926099.05810023
1049,2992333.06766962
1050,3430296.84012056
1051,3991228.48084044
1052,3986824.96678864
1053,4417360.68814305
1054,4484274.76991031
1055,3299315.12678309
1056,4488981.74257506
1057,4546337.86688521
1058,3295601.42112471
1059,3622810.90814255
1060,4131533.44936255
1061,3568765.89699812
1062,3566013.11323401
1063,4323589.00325757
1064,3494812.54689971
1065,3316163.72985431
1066,3571363.35001712
1067,3836994.51756868
1068,4135643.24684397
1069,3805543.89409607
1070,4182275.46353196
1071,2582509.97357682
1072,3471098.89217159
1073,3898176.84072423
1074,3411961.09398374
1075,3526864.58808928
1076,4014566.63825974
1077,3777125.31816275
1078,3795600.5331241
1079,4180060.43684835
1080,3682206.28015631
1081,3884921.66563888
1082,3952523.4749942
1083,3891592.24610082
1084,4388424.00165086
1085,3511947.04220218
1086,3957788.30870086
1087,3953981.26875815
1088,3182740.07570716
1089,3921935.02081012
1090,3607278.13070483
1091,3378387.54990987
1092,3425886.07295572
1093,4121878.17750516
1094,3880074.95400959
1095,2695626.44308191
1096,3932216.87114795
1097,4364243.85153169
1098,3716056.66400493
1099,4176138.36835824
1100,3429195.56577722
1101,3366229.52605159
1102,3928221.16768278
1103,3940508.98863208
1104,3357981.58349997
1105,3117791.18474872
1106,3637757.3266326
1107,3554859.18653004
1108,4509609.50287131
1109,3298093.17876599
1110,3482035.72522205
1111,3846559.1582038
1112,4368940.39964121
1113,3969468.64194322
1114,3332697.81694468
1115,3661119.09287147
1116,3483366.95876954
1117,3758378.31270065
1118,4302991.75867706
1119,3452666.37211652
1120,3961754.46628724
1121,3671073.50020016
1122,4709596.78350077
1123,4139015.77520842
1124,4157079.72672809
1125,3386844.09819695
1126,3034380.55596989
1127,3748618.69521366
1128,3643406.43091321
1129,3809795.8262437
1130,3295454.5629865
1131,4271454.87379387
1132,3762909.20589853
1133,3593004.99929237
1134,3856697.90435133
1135,3702597.59857413
1136,3831419.23150888
1137,2777678.69630273
1138,3286054.33103312
1139,3534988.05730304
1140,2921484.68561682
1141,3476581.98143844
1142,2985470.77837682
1143,3319347.18547808
1144,3912304.68117665
1145,3207304.48205526
1146,4027426.89502169
1147,4404287.20648882
1148,3265114.62583151
1149,3652608.44448039
1150,3947526.34649431
1151,3852535.17015311
1152,3662586.90751526
1153,3534387.2449771
1154,4020719.09124401
1155,3916268.00783498
1156,3667496.25518886
1157,2976116.43055021
1158,3585144.51800967
1159,3802093.39611089
1160,3829091.03086157
1161,3143008.53239302
1162,3711066.8599753
1163,3433775.64357268
1164,4127013.87979647
1165,3681038.89348264
1166,4085651.23211782
1167,3398353.19995211
1168,3955753.30622106
1169,4617472.43432639
1170,3978206.45028428
1171,4527441.47645273
1172,3619750.8625082
1173,3246583.02848775
1174,4468088.01527032
1175,3631813.36917374
1176,3928206.41035061
1177,4226397.93705684
1178,4055389.11965846
1179,3889883.69223488
1180,4091883.43906105
1181,3713262.36738123
1182,4369062.7944097
1183,3262068.19608797
1184,3487123.09402932
1185,2951725.3184354
1186,3715159.9574721
1187,3759352.7997343
1188,4244422.89983895
1189,3863087.81577132
1190,3955385.80617793
1191,3218809.62132237
1192,3350508.04523731
1193,3636582.49936964
1194,4325504.19370087
1195,4325294.04861256
1196,3291790.90046022
1197,3503760.10835383
1198,3050110.38490475
1199,4176567.74234218
1200,4469969.34183935
1201,2925956.1224176
1202,3759364.50781076
1203,4281524.07035567
1204,3052696.04625351
1205,3569820.46104077
1206,3824200.13422354
1207,4365435.77691768
1208,3662484.91812358
1209,3419536.94522506
1210,4453122.49020703
1211,3363101.33914146
1212,3295299.20471324
1213,3971097.76120872
1214,4058824.16842512
1215,3111379.13740516
1216,3653427.86780267
1217,3646140.65341071
1218,4105051.36092359
1219,4304305.80558668
1220,3846152.44184005
1221,3983713.26068849
1222,3390857.89201896
1223,4619429.64538966
1224,4286992.80789149
1225,3898920.45969677
1226,3202246.86875645
1227,3626624.53370736
1228,2856337.09994114
1229,3736399.74103921
1230,4318503.62498874
1231,4006585.89520702
1232,3384838.457747
1233,3776203.89944613
1234,3623078.4252371
1235,4242171.36832759
1236,4204836.45686208
1237,4042113.36601952
1238,3755160.00317877
1239,3762184.1275424
1240,3541020.09931785
1241,2839135.45550823
1242,3951165.85945269
1243,3318592.26237084
1244,3822844.12910938
1245,3208280.12159975
1246,4178708.24923125
1247,3656791.03963405
1248,4230855.51093571
1249,4679415.89992789
1250,3323849.53033689
1251,3716942.54436975
1252,4232736.91880964
1253,4105072.2165214
1254,3715433.16745233
1255,4239135.45586921
1256,3616365.98102333
1257,3251247.5759107
1258,3667314.49646465
1259,4103612.39884108
1260,3910382.477226
1261,3639231.96954888
1262,2944051.80740259
1263,4052319.28049055
1264,4219769.39879202
1265,3874085.41434661
1266,2761934.73880537
1267,4075770.38410708
1268,3569239.2928478
1269,3588318.33658297
1270,4037678.44208346
1271,3573636.10579192
1272,3568946.76402914
1273,3896054.12406498
1274,3551745.12826337
1275,3903813.80603365
1276,4041562.30579782
1277,3492100.12174935
1278,3530628.51545932
1279,3615223.73107558
1280,3524890.88150871
1281,4208157.80927494
1282,3923215.57397169
1283,4234484.38548126
1284,4354981.74406928
1285,3997328.62354503
1286,4243791.40052036
1287,4023109.21230388
1288,3930679.68679249
1289,3874884.79789242
1290,3210709.67682769
1291,3769504.66273153
1292,3571116.50651074
1293,4351277.09953416
1294,4065223.12924389
1295,4152404.19953373
1296,3685447.08562737
1297,3622025.67169881
1298,4083346.87915005
1299,4602704.31874161
1300,3926980.51043941
1301,4044597.11223441
1302,4279551.1052521
1303,3880975.26776044
1304,4211403.51822218
1305,4285018.46655562
1306,3379215.23755567
1307,4463283.02375461
1308,3129365.33883453
1309,4028139.72236133
1310,3757045.42658866
1311,4378260.41970887
1312,3056031.79091779
1313,3152922.73847212
1314,3894195.01072881
1315,3604569.34176989
1316,3990952.13484524
1317,4527592.19544735
1318,3862834.630513
1319,3300449.97372753
1320,4215205.75958062
1321,3541722.60848031
1322,3669876.83408371
1323,2585288.45723182
1324,3827540.86877994
1325,3304169.37708749
1326,3996840.17126082
1327,3801227.79065781
1328,3552962.15388221
1329,3730605.93479399
1330,3395157.71217537
1331,3525099.32784526
1332,4179914.97158309
1333,2940140.83230785
1334,3197280.92121681
1335,4030469.44121854
1336,4192143.47280583
1337,3980725.15385854
1338,3404851.62086815
1339,3182495.1689758
1340,3228524.15314172
1341,3827561.0807596
1342,4136904.14260996
1343,4276292.33694656
1344,3899825.68030788
1345,3003491.36418972
1346,4159367.33051686
1347,4239671.77286954
1348,4272409.93527369
1349,4220376.6185605
1350,3974673.19430583
1351,3500095.34042829
1352,2911851.51937874
1353,3453075.03284442
1354,4699749.05372712
1355,3721666.20180073
1356,3595841.96103246
1357,3456770.76806818
1358,4085899.22302093
1359,3418863.37576381
1360,3145538.82700615
1361,3343874.99395766
1362,3798569.85943846
